Gene Name,Canonical Transcript,GeVIR %,LOEUF %,VIRLoF %,GeVIR AD,LOEUF AD,VIRLoF AD,GeVIR AR,LOEUF AR,VIRLoF AR
OR2T10,ENST00000330500,86.23,95.32,93.53,0.25,0.24,0.13,0.42,0.21,0.15
DUXA,ENST00000554048,86.24,78.61,85.73,0.25,0.4,0.33,0.42,0.74,0.33
GNRH2,ENST00000245983,86.24,95.06,93.34,0.25,0.23,0.13,0.42,0.21,0.15
OR2G6,ENST00000343414,86.25,87.98,90.17,0.25,0.25,0.18,0.42,0.37,0.21
C4orf51,ENST00000438731,86.25,76.78,84.89,0.25,0.4,0.34,0.42,0.82,0.4
CYP2C19,ENST00000371321,86.26,93.74,92.75,0.25,0.28,0.14,0.42,0.26,0.15
CAPN8,ENST00000366872,86.26,57.03,74.58,0.25,0.56,0.4,0.42,1.52,0.68
OR2L8,ENST00000357191,86.27,91.81,91.82,0.25,0.23,0.14,0.42,0.32,0.18
RPTN,ENST00000316073,86.27,63.64,78.22,0.25,0.49,0.38,0.42,1.23,0.55
FGFBP1,ENST00000382333,86.28,56.21,74.07,0.25,0.52,0.38,0.42,1.56,0.69
IL1RL1,ENST00000233954,86.28,65.51,79.23,0.25,0.53,0.38,0.42,1.23,0.54
CCDC61,ENST00000595358,86.29,75.93,84.45,0.25,0.43,0.33,0.42,0.86,0.4
ZNF648,ENST00000339948,86.29,86.68,89.61,0.25,0.24,0.18,0.42,0.4,0.23
GIMAP4,ENST00000255945,86.3,96.51,94.15,0.25,0.22,0.09,0.42,0.19,0.12
C8orf47,ENST00000318528,86.3,67.48,80.22,0.25,0.54,0.37,0.42,1.2,0.51
PRSS33,ENST00000293851,86.31,77.34,85.18,0.25,0.42,0.34,0.42,0.77,0.37
EFCC1,ENST00000480450,86.31,64.03,78.42,0.25,0.49,0.38,0.42,1.2,0.54
FCN1,ENST00000371806,86.32,88.97,90.69,0.25,0.25,0.15,0.42,0.35,0.2
TSPYL6,ENST00000317802,86.32,98.58,95.5,0.25,0.2,0.08,0.42,0.15,0.11
CHTF18,ENST00000262315,86.33,60.58,76.54,0.25,0.52,0.38,0.42,1.41,0.61
C10orf53,ENST00000374112,86.33,59.36,75.86,0.25,0.51,0.38,0.42,1.41,0.63
PRSS48,ENST00000455694,86.34,90.45,91.31,0.25,0.25,0.15,0.42,0.37,0.18
TMEM179,ENST00000341595,86.34,43.75,66.77,0.27,0.62,0.53,0.42,1.96,1.2
CENPBD1,ENST00000314994,86.35,93.87,92.87,0.27,0.25,0.14,0.42,0.26,0.15
ANSC1,ENST00000535902,86.35,71.21,82.18,0.27,0.53,0.35,0.42,1.06,0.45
OR7C2,ENST00000248072,86.36,96.39,94.13,0.27,0.22,0.09,0.42,0.19,0.12
HIST1H1D,ENST00000244534,86.36,86.2,89.4,0.27,0.27,0.18,0.42,0.42,0.24
GJD4,ENST00000321660,86.37,95.88,93.89,0.27,0.22,0.09,0.42,0.2,0.11
ZNF680,ENST00000309683,86.37,47.85,69.24,0.27,0.59,0.44,0.42,1.98,0.97
AQP12B,ENST00000407834,86.38,90.93,91.52,0.27,0.25,0.15,0.42,0.35,0.18
FAM110A,ENST00000304189,86.39,56.8,74.49,0.27,0.54,0.4,0.42,1.54,0.69
CLEC4F,ENST00000272367,86.39,71.17,82.16,0.27,0.52,0.35,0.42,1.06,0.45
FSIP2,ENST00000343098,86.4,25.83,55.8,0.27,1.21,0.52,0.42,1.07,1.74
FAM47E,ENST00000515604,86.4,47.03,68.73,0.27,0.68,0.46,0.42,1.98,1.05
LPA,ENST00000447678,86.41,79.87,86.34,0.27,0.35,0.33,0.42,0.61,0.33
ALG1L,ENST00000340333,86.41,96.53,94.22,0.27,0.22,0.1,0.42,0.19,0.12
AKR1C1,ENST00000380872,86.42,81.71,87.23,0.27,0.33,0.28,0.42,0.52,0.31
IGFL1,ENST00000437936,86.42,94.97,93.44,0.27,0.23,0.11,0.42,0.21,0.15
RP11-408E5.4,ENST00000382988,86.43,94.28,93.09,0.27,0.24,0.14,0.42,0.25,0.15
SLC25A29,ENST00000359232,86.43,62.87,77.87,0.27,0.51,0.38,0.42,1.29,0.54
FPR2,ENST00000598776,86.44,86.52,89.6,0.27,0.24,0.18,0.42,0.42,0.23
TEX37,ENST00000303254,86.44,94.6,93.23,0.27,0.23,0.14,0.42,0.24,0.15
OR10H3,ENST00000305892,86.45,96.6,94.27,0.27,0.23,0.1,0.42,0.2,0.12
EXOC3L4,ENST00000380069,86.45,54.91,73.47,0.27,0.57,0.4,0.42,1.63,0.76
FUOM,ENST00000368552,86.46,83.95,88.35,0.27,0.28,0.22,0.42,0.46,0.3
PRAM1,ENST00000423345,86.46,37.53,63.06,0.25,0.78,0.51,0.42,1.67,1.39
CEP72,ENST00000264935,86.47,74.92,83.98,0.25,0.53,0.35,0.42,0.94,0.43
RASSF7,ENST00000397583,86.47,79.72,86.31,0.25,0.37,0.33,0.42,0.64,0.33
ICAM2,ENST00000412356,86.48,69.96,81.61,0.25,0.53,0.37,0.42,1.14,0.47
OR4C16,ENST00000314634,86.48,95.35,93.7,0.25,0.24,0.1,0.42,0.21,0.14
INSL6,ENST00000381641,86.49,95.01,93.48,0.25,0.23,0.11,0.42,0.21,0.15
PRSS50,ENST00000460241,86.49,58.99,75.75,0.25,0.52,0.38,0.42,1.43,0.64
TEX26,ENST00000380473,86.5,75.87,84.52,0.25,0.43,0.33,0.42,0.88,0.4
ARSH,ENST00000381130,86.5,71.59,82.41,0.25,0.53,0.33,0.41,1.07,0.44
TRIM74,ENST00000285805,86.51,65.23,79.2,0.25,0.51,0.38,0.41,1.24,0.54
C7orf50,ENST00000397098,86.51,83.55,88.18,0.25,0.27,0.23,0.41,0.47,0.3
FOXD4L3,ENST00000342833,86.52,81.74,87.33,0.25,0.33,0.28,0.41,0.52,0.31
TLDC1,ENST00000343629,86.52,93.59,92.81,0.25,0.28,0.14,0.41,0.28,0.15
GGACT,ENST00000376250,86.53,94.79,93.39,0.25,0.23,0.11,0.41,0.24,0.15
IL5RA,ENST00000446632,86.53,59.65,76.14,0.25,0.52,0.37,0.41,1.4,0.62
OR5D16,ENST00000378396,86.54,98.27,95.25,0.25,0.21,0.08,0.41,0.15,0.1
VPREB1,ENST00000403807,86.55,93.05,92.54,0.25,0.28,0.14,0.41,0.3,0.15
C4orf26,ENST00000435974,86.55,87.16,89.93,0.25,0.2,0.18,0.41,0.41,0.23
SLC16A11,ENST00000308009,86.56,74.17,83.76,0.24,0.53,0.34,0.41,1.03,0.41
C6orf141,ENST00000529246,86.56,98.67,95.49,0.24,0.2,0.08,0.41,0.15,0.11
ZC3HAV1,ENST00000242351,86.57,30.54,58.64,0.24,1.09,0.52,0.41,1.38,1.65
TNFRSF13B,ENST00000261652,86.57,97.01,94.51,0.24,0.24,0.1,0.41,0.19,0.12
ZAR1L,ENST00000533490,86.58,36.06,62.08,0.24,0.81,0.48,0.41,1.59,1.45
CXCL2,ENST00000508487,86.58,96.47,94.26,0.24,0.22,0.1,0.41,0.19,0.12
BOK,ENST00000318407,86.59,56.93,74.66,0.24,0.56,0.4,0.41,1.53,0.68
HBQ1,ENST00000199708,86.59,94.78,93.42,0.24,0.23,0.11,0.41,0.24,0.15
ISX,ENST00000308700,86.6,86.14,89.49,0.24,0.27,0.18,0.41,0.42,0.23
ACTL10,ENST00000330271,86.6,75.42,84.33,0.24,0.46,0.33,0.41,0.9,0.41
CCDC78,ENST00000293889,86.61,87.97,90.33,0.24,0.25,0.15,0.41,0.37,0.21
LSP1,ENST00000381775,86.61,48.18,69.6,0.24,0.63,0.44,0.41,1.97,0.95
FGFBP3,ENST00000311575,86.62,94.18,93.18,0.24,0.25,0.14,0.41,0.25,0.15
FIGLA,ENST00000332372,86.62,73.85,83.63,0.24,0.53,0.33,0.41,1.03,0.4
SOX15,ENST00000250055,86.63,50.37,70.85,0.24,0.66,0.43,0.41,1.95,0.86
AMY2A,ENST00000414303,86.63,84.08,88.49,0.24,0.27,0.22,0.41,0.45,0.29
CST8,ENST00000246012,86.64,82.93,87.92,0.24,0.3,0.24,0.41,0.49,0.32
COX19,ENST00000344111,86.64,86.88,89.86,0.24,0.22,0.18,0.41,0.41,0.23
ZNF548,ENST00000336128,86.65,58.48,75.51,0.24,0.54,0.38,0.41,1.39,0.66
ZNF223,ENST00000434772,86.65,91.07,91.68,0.24,0.25,0.14,0.4,0.36,0.18
DCAF4L2,ENST00000319675,86.66,99.61,95.9,0.24,0.16,0.07,0.41,0.12,0.1
SBK2,ENST00000413299,86.66,84.29,88.6,0.24,0.28,0.22,0.41,0.44,0.28
IIP,ENST00000235332,86.67,85.77,89.31,0.24,0.27,0.18,0.41,0.44,0.25
ZNF141,ENST00000240499,86.67,67.73,80.52,0.24,0.52,0.39,0.4,1.19,0.51
ZNF709,ENST00000428311,86.68,91.63,91.91,0.24,0.23,0.14,0.4,0.32,0.17
ZNF709,ENST00000397732,86.68,91.11,91.72,0.24,0.25,0.14,0.4,0.35,0.18
KPRP,ENST00000368773,86.69,88.24,90.53,0.24,0.23,0.15,0.4,0.37,0.21
ZNF571,ENST00000328550,86.69,72.42,82.91,0.24,0.51,0.32,0.4,1.03,0.4
ANKRD24,ENST00000600132,86.7,46.21,68.44,0.24,0.73,0.47,0.4,2.04,1.06
NMRK2,ENST00000168977,86.71,94.88,93.53,0.24,0.23,0.13,0.4,0.23,0.15
FAM47E,ENST00000424749,86.71,46.39,68.53,0.24,0.73,0.47,0.4,2.04,1.06
PNMAL2,ENST00000599531,86.72,97.91,95.5,0.24,0.2,0.08,0.4,0.17,0.11
CCL14,ENST00000536149,86.72,87.21,90.04,0.24,0.2,0.18,0.4,0.41,0.22
C20orf96,ENST00000360321,86.73,75.08,84.18,0.24,0.51,0.34,0.4,0.91,0.42
OR4C13,ENST00000555099,86.73,97.41,94.79,0.24,0.22,0.09,0.4,0.19,0.11
NXF3,ENST00000395065,86.74,31.03,59.03,0.24,1.04,0.48,0.4,1.36,1.65
ZNF620,ENST00000314529,86.74,60.07,76.5,0.24,0.52,0.38,0.4,1.38,0.61
GTF2IRD2B,ENST00000312575,86.75,36.21,62.31,0.24,0.82,0.49,0.4,1.61,1.41
RP11-477N12.3,ENST00000399363,86.75,67.86,80.63,0.24,0.52,0.39,0.4,1.18,0.51
NPIPB8,ENST00000529716,86.76,94.76,93.5,0.24,0.23,0.11,0.4,0.24,0.15
EDDM3A,ENST00000326842,86.76,99.44,95.88,0.24,0.16,0.07,0.4,0.12,0.11
OR8H1,ENST00000313022,86.77,96.32,94.32,0.24,0.22,0.1,0.4,0.19,0.12
LCE2C,ENST00000368783,86.77,95.69,94.01,0.24,0.23,0.09,0.4,0.2,0.12
FAM209B,ENST00000371325,86.78,94.34,93.27,0.24,0.24,0.14,0.4,0.24,0.15
SLX4,ENST00000294008,86.78,44.2,67.28,0.24,0.62,0.52,0.4,1.95,1.15
UBE2U,ENST00000371076,86.79,72.39,82.93,0.24,0.51,0.32,0.4,1.03,0.4
TPTE2,ENST00000400230,86.79,48.47,69.86,0.24,0.63,0.46,0.4,2.02,0.92
ZNF596,ENST00000398612,86.8,79.26,86.26,0.24,0.38,0.33,0.4,0.67,0.33
CTRB2,ENST00000303037,86.8,80.85,87.03,0.25,0.35,0.28,0.4,0.57,0.3
OR5H2,ENST00000355273,86.81,92.16,92.14,0.25,0.25,0.14,0.4,0.32,0.16
POLRMT,ENST00000588649,86.81,49.19,70.25,0.24,0.66,0.43,0.4,2.04,0.91
BIRC7,ENST00000217169,86.82,71.6,82.62,0.24,0.53,0.32,0.4,1.07,0.43
PYY,ENST00000360085,86.82,86.98,89.99,0.24,0.22,0.18,0.4,0.4,0.22
OR4C6,ENST00000314259,86.83,93.8,93.06,0.24,0.27,0.14,0.4,0.26,0.15
HRCT1,ENST00000354323,86.83,99.74,94.93,0.24,0.17,0.09,0.4,0.11,0.11
RNPC3,ENST00000533099,86.84,37.1,63.03,0.24,0.78,0.51,0.4,1.66,1.39
SIRPG,ENST00000303415,86.84,88.23,90.62,0.24,0.23,0.15,0.4,0.37,0.2
BSG,ENST00000333511,86.85,48.96,70.15,0.24,0.65,0.44,0.4,2.04,0.9
REG3A,ENST00000393878,86.86,69.21,81.41,0.24,0.56,0.37,0.4,1.13,0.48
F2RL3,ENST00000248076,86.86,75.94,84.75,0.24,0.43,0.34,0.4,0.86,0.4
FBXO27,ENST00000292853,86.87,89.48,91.12,0.24,0.27,0.15,0.4,0.36,0.19
SSX4B,ENST00000376884,86.87,87.52,90.23,0.24,0.23,0.16,0.4,0.38,0.22
IFLTD1,ENST00000458174,86.88,66.28,79.9,0.24,0.54,0.37,0.4,1.2,0.52
RP11-268J15.5,ENST00000373137,86.88,99.8,96.11,0.24,0.17,0.07,0.4,0.11,0.1
NXF2B,ENST00000457521,86.89,30.73,58.92,0.24,1.05,0.49,0.39,1.36,1.65
CCL4L2,ENST00000394465,86.89,88.41,90.72,0.24,0.23,0.15,0.39,0.37,0.2
OR2M7,ENST00000317965,86.9,98.7,95.67,0.24,0.18,0.07,0.39,0.15,0.11
ARSD,ENST00000381154,86.9,51.1,71.53,0.24,0.66,0.44,0.39,1.92,0.84
ZNF860,ENST00000360311,86.91,99.73,95.7,0.24,0.17,0.07,0.39,0.11,0.11
OR5F1,ENST00000278409,86.91,97.04,94.7,0.24,0.24,0.09,0.39,0.19,0.11
AP10,ENST00000418460,86.92,72.6,83.14,0.24,0.47,0.29,0.39,1.05,0.4
RMDN2,ENST00000234195,86.92,79.64,86.48,0.24,0.37,0.3,0.39,0.65,0.33
HSPB9,ENST00000355067,86.93,97.52,94.97,0.24,0.22,0.09,0.39,0.19,0.1
FAM132A,ENST00000330388,86.93,84.5,88.84,0.24,0.29,0.19,0.39,0.43,0.28
TRMT44,ENST00000389737,86.94,75.31,84.48,0.24,0.49,0.33,0.39,0.9,0.4
ZNF100,ENST00000358296,86.94,83.03,88.15,0.24,0.32,0.23,0.39,0.49,0.3
OR7D2,ENST00000344248,86.95,98.7,95.71,0.24,0.18,0.07,0.39,0.15,0.11
ZNF780B,ENST00000434248,86.95,83.89,88.53,0.24,0.28,0.22,0.39,0.46,0.28
KRTAP10-6,ENST00000400368,86.96,96.59,94.5,0.24,0.23,0.1,0.39,0.19,0.12
UGT2B10,ENST00000265403,86.96,83.7,88.48,0.24,0.27,0.22,0.39,0.48,0.29
PTGIR,ENST00000291294,86.97,82.94,88.1,0.24,0.3,0.23,0.39,0.49,0.3
FAM174B,ENST00000327355,86.97,91.2,91.85,0.24,0.23,0.14,0.39,0.35,0.17
FETUB,ENST00000265029,86.98,69.93,81.82,0.23,0.53,0.37,0.39,1.14,0.46
ADAM8,ENST00000445355,86.98,47.8,69.57,0.23,0.59,0.44,0.39,1.99,0.95
NPPB,ENST00000376468,86.99,92.51,92.44,0.23,0.29,0.14,0.39,0.31,0.15
FOXD4,ENST00000382500,86.99,92.44,92.4,0.23,0.27,0.14,0.39,0.3,0.15
GAL3ST2,ENST00000192314,87,93.15,92.79,0.23,0.28,0.14,0.39,0.3,0.15
UGT2B28,ENST00000335568,87,86.74,89.96,0.23,0.24,0.18,0.39,0.4,0.23
PINX1,ENST00000314787,87.01,87.83,90.48,0.23,0.24,0.14,0.39,0.38,0.21
PRAME,ENST00000543184,87.02,72.4,83.07,0.23,0.51,0.3,0.39,1.03,0.4
RSPH10B2,ENST00000403107,87.02,28.9,58,0.23,1.15,0.47,0.39,1.31,1.68
PAGE4,ENST00000218068,87.03,41.4,65.83,0.23,0.62,0.51,0.39,1.8,1.25
RHD,ENST00000328664,87.03,51.82,72.04,0.23,0.61,0.43,0.39,1.87,0.81
KRTAP9-9,ENST00000394008,87.04,93.51,93.01,0.23,0.28,0.14,0.39,0.28,0.15
ZSCAN32,ENST00000304926,87.04,81.16,87.28,0.23,0.35,0.28,0.39,0.55,0.31
EPPIN,ENST00000555685,87.05,64.12,78.81,0.23,0.49,0.39,0.38,1.2,0.52
EPPIN-WFDC6,ENST00000504988,87.05,64.14,78.84,0.23,0.49,0.39,0.38,1.21,0.52
A3GALT2,ENST00000442999,87.06,81.31,87.37,0.23,0.33,0.28,0.38,0.54,0.31
ZNF124,ENST00000340684,87.06,86.69,89.95,0.23,0.24,0.18,0.38,0.4,0.23
PRR22,ENST00000419421,87.07,84.73,89.02,0.23,0.27,0.19,0.38,0.42,0.26
FPR3,ENST00000339223,87.07,98.36,95.58,0.23,0.21,0.08,0.38,0.14,0.11
CSNK2A3,ENST00000528848,87.08,85.81,89.58,0.23,0.28,0.18,0.38,0.44,0.23
ZNF563,ENST00000293725,87.08,32.93,60.49,0.23,0.82,0.44,0.38,1.46,1.58
AP5Z1,ENST00000348624,87.09,79.15,86.33,0.23,0.39,0.33,0.38,0.69,0.33
PGLYRP1,ENST00000008938,87.09,89.74,91.33,0.23,0.27,0.15,0.38,0.37,0.18
KRTAP10-5,ENST00000400372,87.1,71.96,82.89,0.23,0.51,0.32,0.38,1.06,0.4
EVPLL,ENST00000399134,87.1,74.2,83.94,0.23,0.53,0.35,0.38,1.02,0.43
GOLGA6A,ENST00000290438,87.11,80.61,87.06,0.23,0.37,0.28,0.38,0.57,0.3
VHLL,ENST00000339922,87.11,97.58,95.09,0.23,0.22,0.09,0.38,0.2,0.1
C8orf82,ENST00000524821,87.12,91.85,92.14,0.23,0.23,0.14,0.38,0.32,0.16
TUBB8,ENST00000309812,87.12,79.47,86.5,0.23,0.38,0.3,0.38,0.66,0.33
ZNF429,ENST00000358491,87.13,93.43,93.03,0.23,0.28,0.14,0.38,0.28,0.15
IL33,ENST00000381434,87.13,88.23,90.75,0.23,0.23,0.15,0.38,0.37,0.2
RPSAP58,ENST00000496398,87.14,85.22,89.28,0.23,0.25,0.19,0.38,0.45,0.25
ZB1,ENST00000302125,87.14,75.76,84.83,0.23,0.43,0.34,0.38,0.88,0.4
ZNF670,ENST00000366503,87.15,90.37,91.6,0.23,0.25,0.14,0.38,0.37,0.18
PSORS1C2,ENST00000259845,87.15,87.82,90.56,0.23,0.24,0.15,0.38,0.38,0.21
FAM180B,ENST00000356737,87.16,69.21,81.55,0.23,0.56,0.35,0.38,1.12,0.48
LCE2B,ENST00000368780,87.16,92.53,92.6,0.23,0.29,0.14,0.38,0.31,0.15
CD80,ENST00000264246,87.17,49.81,70.81,0.23,0.66,0.43,0.38,2.02,0.87
CD3E,ENST00000361763,87.18,48.84,70.27,0.23,0.63,0.43,0.38,2.03,0.91
AKAP17A,ENST00000313871,87.18,25.6,56.13,0.23,1.25,0.49,0.38,1.05,1.77
ANSC4,ENST00000381273,87.19,90.51,91.67,0.23,0.25,0.14,0.38,0.37,0.18
SSX3,ENST00000298396,87.19,61.28,77.43,0.23,0.54,0.35,0.38,1.39,0.57
ANKRD20A1,ENST00000377477,87.2,86.8,90.09,0.23,0.23,0.18,0.38,0.4,0.22
IFNA4,ENST00000421715,87.2,98.34,95.64,0.23,0.21,0.08,0.38,0.14,0.11
ERICH1,ENST00000262109,87.21,83.46,88.46,0.23,0.27,0.22,0.38,0.47,0.29
ZNF879,ENST00000444149,87.21,51.54,71.98,0.23,0.63,0.42,0.38,1.87,0.81
FGFBP2,ENST00000259989,87.22,94.65,93.7,0.23,0.23,0.1,0.38,0.24,0.14
TFF2,ENST00000291526,87.22,92.9,92.8,0.23,0.29,0.14,0.38,0.3,0.15
ZNF737,ENST00000427401,87.23,85.73,89.62,0.23,0.27,0.18,0.38,0.44,0.23
EXD3,ENST00000340951,87.23,51.4,71.91,0.23,0.63,0.43,0.38,1.89,0.81
GPR62,ENST00000322241,87.24,72.79,83.36,0.23,0.49,0.33,0.38,1.04,0.4
AADAC,ENST00000232892,87.24,53.43,73.07,0.23,0.65,0.42,0.38,1.7,0.8
ENDOV,ENST00000518137,87.25,73.11,83.54,0.23,0.53,0.33,0.38,1.02,0.4
IFITM2,ENST00000399817,87.25,92.98,92.88,0.23,0.28,0.14,0.38,0.3,0.15
OVOL3,ENST00000262637,87.26,63.39,78.58,0.23,0.48,0.38,0.38,1.29,0.54
C2orf50,ENST00000381585,87.26,87.08,90.22,0.23,0.22,0.16,0.38,0.4,0.21
AP5B1,ENST00000532090,87.27,69.11,81.57,0.23,0.56,0.35,0.38,1.14,0.48
HAPLN2,ENST00000255039,87.27,68.04,80.99,0.23,0.52,0.39,0.38,1.18,0.5
KRTAP19-2,ENST00000334055,87.28,98.08,95.52,0.23,0.2,0.08,0.38,0.16,0.11
B3GNT6,ENST00000533140,87.28,91,91.9,0.23,0.25,0.14,0.38,0.35,0.17
ATAD3B,ENST00000308647,87.29,79.12,86.4,0.23,0.39,0.32,0.38,0.69,0.33
TMEM213,ENST00000442682,87.29,73.57,83.82,0.23,0.52,0.34,0.38,1.03,0.42
EMCN,ENST00000296420,87.3,53.55,73.16,0.23,0.63,0.43,0.38,1.7,0.79
FAM131C,ENST00000375662,87.3,46.41,68.91,0.23,0.73,0.46,0.38,2.04,1.04
TTC40,ENST00000368586,87.31,35.78,62.38,0.23,0.78,0.48,0.38,1.58,1.41
S4A3,ENST00000278865,87.31,64.43,79.21,0.23,0.48,0.38,0.38,1.22,0.54
PKD1L1,ENST00000289672,87.32,38.51,64.2,0.23,0.73,0.51,0.38,1.68,1.36
NDUFC1,ENST00000544855,87.33,70.24,82.17,0.23,0.52,0.35,0.38,1.12,0.45
FAM184B,ENST00000265018,87.33,46.18,68.78,0.23,0.73,0.46,0.38,2.04,1.06
DEFB116,ENST00000400549,87.34,96.76,94.75,0.23,0.23,0.09,0.38,0.19,0.11
ANXA8L2,ENST00000374277,87.34,87.34,90.38,0.23,0.22,0.15,0.38,0.41,0.21
HEPN1,ENST00000408930,87.35,99.51,96.2,0.23,0.16,0.07,0.38,0.13,0.1
DHRS2,ENST00000344777,87.35,77.65,85.81,0.23,0.42,0.33,0.38,0.79,0.33
CCDC129,ENST00000451887,87.36,74.64,84.31,0.23,0.54,0.34,0.38,0.98,0.41
AL359736.1,ENST00000422229,87.36,91.56,92.11,0.23,0.23,0.14,0.38,0.32,0.16
X2,ENST00000330714,87.37,43.03,66.93,0.23,0.61,0.53,0.38,1.89,1.19
UGT2B7,ENST00000305231,87.37,78.55,86.21,0.23,0.4,0.33,0.38,0.73,0.33
OR5T2,ENST00000313264,87.38,90.01,91.55,0.23,0.25,0.15,0.38,0.37,0.18
FANCF,ENST00000327470,87.38,80.8,87.26,0.23,0.35,0.28,0.38,0.57,0.31
AFF,ENST00000338483,87.39,82.72,88.22,0.23,0.33,0.23,0.38,0.5,0.3
ZNF280A,ENST00000302097,87.39,85.22,89.43,0.23,0.25,0.18,0.38,0.45,0.24
FLYWCH1,ENST00000416288,87.4,73.1,83.63,0.23,0.53,0.33,0.38,1.02,0.4
SERPINB4,ENST00000341074,87.4,93.69,93.25,0.23,0.28,0.14,0.38,0.27,0.15
HIST1H1C,ENST00000343677,87.41,92.04,92.42,0.23,0.24,0.14,0.38,0.33,0.15
ENTHD2,ENST00000300714,87.41,67.65,80.84,0.23,0.53,0.39,0.38,1.19,0.51
TPSAB1,ENST00000338844,87.42,96.75,94.81,0.23,0.23,0.09,0.38,0.19,0.11
CCDC114,ENST00000315396,87.42,52.09,72.41,0.23,0.59,0.44,0.38,1.85,0.83
LKL,ENST00000308807,87.43,68.59,81.36,0.23,0.53,0.38,0.38,1.18,0.49
OR8J3,ENST00000301529,87.43,95.17,94.07,0.23,0.23,0.09,0.38,0.21,0.12
OR4A5,ENST00000319760,87.44,95.74,94.37,0.23,0.23,0.1,0.38,0.2,0.12
C20orf144,ENST00000375222,87.44,96.62,94.74,0.23,0.23,0.09,0.38,0.2,0.11
TSPAN16,ENST00000316737,87.45,78.49,86.2,0.23,0.42,0.33,0.38,0.74,0.33
OR2T27,ENST00000344889,87.45,96.36,94.63,0.23,0.22,0.09,0.38,0.19,0.11
CD55,ENST00000314754,87.46,70.64,82.44,0.23,0.51,0.33,0.38,1.08,0.44
DHRSX,ENST00000334651,87.46,65.71,79.91,0.23,0.53,0.37,0.38,1.22,0.52
IFNL3,ENST00000413851,87.47,95.09,94.04,0.23,0.23,0.09,0.38,0.21,0.12
ARL16,ENST00000397498,87.47,91.99,92.44,0.23,0.23,0.14,0.38,0.33,0.15
GLTPD2,ENST00000331264,87.48,82.69,88.25,0.23,0.34,0.23,0.38,0.5,0.3
C9orf173,ENST00000388931,87.49,84.95,89.32,0.23,0.27,0.18,0.38,0.45,0.25
ZT2A,ENST00000309451,87.49,96.73,94.83,0.23,0.23,0.09,0.38,0.19,0.11
ZNF594,ENST00000399604,87.5,88.24,90.91,0.23,0.23,0.15,0.38,0.37,0.2
CCNB3,ENST00000376042,87.5,16.07,50.84,0.23,1.82,0.67,0.38,0.69,1.85
HCFC1R1,ENST00000248089,87.51,86.67,90.15,0.23,0.24,0.18,0.38,0.4,0.21
AGAP5,ENST00000374094,87.51,79.25,86.58,0.23,0.38,0.3,0.38,0.67,0.33
LGALS9C,ENST00000328114,87.52,79.56,86.72,0.23,0.38,0.3,0.38,0.66,0.32
ZNF773,ENST00000282292,87.52,77.03,85.63,0.23,0.42,0.32,0.38,0.78,0.35
OR2T29,ENST00000328570,87.53,93.3,93.17,0.23,0.28,0.14,0.37,0.29,0.15
SLFN13,ENST00000285013,87.53,78.91,86.41,0.23,0.4,0.3,0.37,0.7,0.33
CYLC2,ENST00000374798,87.54,78.43,86.21,0.23,0.43,0.33,0.37,0.73,0.33
RNF212,ENST00000433731,87.54,47.28,69.58,0.23,0.66,0.44,0.37,2,0.95
CLEC18A,ENST00000288040,87.55,74.4,84.26,0.23,0.53,0.34,0.37,1,0.42
GRIK1-AS2,ENST00000333765,87.55,98.42,95.83,0.23,0.21,0.07,0.37,0.14,0.11
ZAN,ENST00000546292,87.56,57.69,75.6,0.23,0.56,0.38,0.37,1.48,0.64
OR5P3,ENST00000328375,87.56,69.76,82.03,0.23,0.53,0.35,0.37,1.13,0.46
IGSF5,ENST00000380588,87.57,86.57,90.12,0.23,0.24,0.18,0.37,0.41,0.21
C1orf174,ENST00000361605,87.57,80.96,87.42,0.23,0.35,0.28,0.37,0.57,0.31
PCDHB11,ENST00000354757,87.58,84.27,89.05,0.23,0.28,0.19,0.37,0.44,0.26
CTAGE1,ENST00000391403,87.58,97.85,95.54,0.23,0.21,0.08,0.37,0.17,0.11
CMA1,ENST00000250378,87.59,92.09,92.58,0.23,0.24,0.14,0.37,0.32,0.15
FABP6,ENST00000393980,87.59,83,88.42,0.23,0.32,0.22,0.37,0.49,0.3
CLEC4A,ENST00000229332,87.6,70.56,82.49,0.23,0.52,0.33,0.37,1.09,0.43
PRSS57,ENST00000329267,87.6,87.94,90.85,0.23,0.25,0.15,0.37,0.37,0.2
KRTAP15-1,ENST00000334067,87.61,99.99,96.2,0.23,0.18,0.07,0.37,0.09,0.1
H3F3C,ENST00000340398,87.61,97.67,95.43,0.23,0.21,0.08,0.37,0.19,0.11
ZFP41,ENST00000330701,87.62,89.52,91.46,0.23,0.27,0.15,0.37,0.36,0.18
ZFP41,ENST00000522452,87.62,89.55,91.47,0.23,0.27,0.15,0.37,0.36,0.18
RGPD8,ENST00000302558,87.63,58.42,76.03,0.23,0.54,0.38,0.37,1.38,0.62
RGPD1,ENST00000559485,87.63,77.45,85.84,0.23,0.42,0.33,0.37,0.76,0.33
SYCE1L,ENST00000378644,87.64,87.06,90.39,0.23,0.22,0.15,0.37,0.4,0.21
ASPDH,ENST00000389208,87.65,73.18,83.8,0.23,0.54,0.34,0.37,1.02,0.42
OTOG,ENST00000399391,87.65,37.91,64.06,0.23,0.8,0.52,0.37,1.7,1.37
ZNF785,ENST00000395216,87.66,96.2,94.66,0.23,0.22,0.09,0.37,0.2,0.11
